id,price
0,8.900462
1,7.3047137
2,9.802338
3,9.458182
4,8.168956
5,9.891174
6,7.0357847
7,5.516569
8,14.212705
9,50.472275
10,9.667037
11,8.307975
12,8.878094
13,23.69588
14,10.843619
15,15.063078
16,7.7140336
17,9.616874
18,8.9715605
19,7.4152584
20,20.06532
21,13.419711
22,6.7025146
23,16.301365
24,5.7194858
25,9.724587
26,18.415682
27,10.307212
28,21.56085
29,7.3979855
30,12.381491
31,8.619931
32,8.311959
33,25.12778
34,12.615906
35,26.238201
36,12.992393
37,42.121525
38,19.866463
39,8.798072
40,90.836815
41,6.973614
42,8.174235
43,10.448592
44,9.661627
45,5.4347796
46,10.695231
47,18.660622
48,7.0168223
49,13.331521
50,50.616726
51,8.919774
52,3.1030612
53,9.458182
54,8.898376
55,11.082554
56,151.53763
57,5.714181
58,4.157526
59,9.116197
60,12.327744
61,15.4517145
62,21.346682
63,8.746017
64,12.106016
65,15.486228
66,12.615906
67,5.43174
68,6.6602764
69,118.53564
70,8.308819
71,16.46825
72,8.991876
73,12.266221
74,41.80878
75,7.3041406
76,6.805169
77,5.52053
78,3.1030612
79,5.7080593
80,7.4754825
81,11.20148
82,7.032002
83,7.680491
84,8.991876
85,32.601402
86,7.493612
87,8.5129595
88,9.061285
89,27.83247
90,5.714181
91,8.2780285
92,8.936882
93,6.2698007
94,18.30869
95,11.768056
96,21.346682
97,18.118721
98,4.2222915
99,9.676333
100,6.602744
101,10.783373
102,12.487281
103,5.5849414
104,11.626099
105,40.24975
106,12.569454
107,8.071263
108,8.777129
109,13.833799
110,22.17078
111,30.890974
112,8.377623
113,13.896706
114,11.582746
115,4.921221
116,10.268226
117,8.488991
118,7.4754825
119,11.768056
120,6.444119
121,8.149407
122,6.0408807
123,6.9159636
124,6.8128815
125,9.397426
126,16.311052
127,9.347544
128,8.528334
129,22.17327
130,10.922816
131,10.804343
132,8.445442
133,9.729836
134,5.714181
135,17.834715
136,12.155795
137,18.30869
138,18.118721
139,18.118721
140,8.336657
141,12.342792
142,4.559353
143,8.22501
144,7.8659434
145,15.460092
146,17.995852
147,8.22501
148,8.551633
149,10.293376
150,7.6803846
151,19.521992
152,5.714181
153,15.4517145
154,13.679494
155,14.823439
156,32.07697
157,35.471096
158,12.429633
159,16.824701
160,20.110027
161,10.1151495
162,11.150312
163,18.118721
164,12.097194
165,7.1502633
166,10.813891
167,29.1259
168,35.881134
169,5.219665
170,15.486228
171,9.458182
172,15.925183
173,18.02961
174,13.037665
175,129.86974
176,2.6610665
177,49.585106
178,19.957212
179,6.4261093
180,14.592847
181,11.768056
182,8.397545
183,5.7800174
184,4.6525383
185,11.222705
186,7.3659377
187,7.3317175
188,11.839989
189,7.1564145
190,9.004935
191,19.227789
192,10.930857
193,4.7048497
194,9.634411
195,6.715072
196,11.839989
197,18.118721
198,10.293376
199,18.75309
200,7.3317175
201,8.349984
202,6.7341247
203,9.230537
204,6.637162
205,11.009669
206,7.5304103
207,6.715339
208,18.30869
209,10.346837
210,15.035626
211,13.947066
212,5.16253
213,25.348812
214,5.413674
215,4.2184353
216,8.349984
217,6.731437
218,10.283102
219,7.3317175
220,6.283391
221,5.7800174
222,8.085612
223,9.740648
224,5.0824323
225,7.6012025
226,7.517536
227,15.035626
228,8.100415
229,7.680491
230,14.553835
231,10.528475
232,6.7601724
233,5.2859397
234,11.554585
235,16.8501
236,7.394398
237,9.318627
238,6.2097783
239,5.844616
240,8.298542
241,6.487981
242,24.74582
243,17.173878
244,11.082554
245,7.1005187
246,8.361772
247,10.783373
248,12.992393
249,9.407702
250,6.958086
251,8.481537
252,6.121213
253,19.411352
254,20.631527
255,9.20166
256,9.247584
257,15.89306
258,6.04168
259,12.305105
260,21.141275
261,7.25501
262,7.2885346
263,8.336657
264,18.924442
265,7.0275025
266,12.929683
267,10.379421
268,5.52053
269,6.8987937
270,6.882119
271,13.793963
272,21.056358
273,20.631527
274,8.402202
275,9.653243
276,8.991876
277,7.3041406
278,8.472504
279,5.7544065
280,7.5304103
281,9.515454
282,7.6733775
283,64.78051
284,13.037665
285,15.4517145
286,11.181333
287,8.349984
288,7.3317175
289,72.46457
290,8.174235
291,9.626795
292,6.4261093
293,12.261288
294,17.208902
295,8.394374
296,5.1784873
297,11.551144
298,8.451312
299,6.2698007
300,8.294404
301,4.8388777
302,13.342257
303,6.816692
304,8.432021
305,17.668507
306,15.400056
307,7.8855224
308,6.832862
309,15.343819
310,7.3041406
311,10.454014
312,15.20016
313,8.306581
314,16.032026
315,12.88235
316,14.4518385
