id,price
0,8983.744553309909
1,1961.450937633646
2,24353.881820627383
3,24353.881820627383
4,8261.611959854448
5,18607.766276191218
6,1283.6564845304204
7,796.9564221956007
8,1130918.9735531022
9,75111891171444.1
10,20096.078992146977
11,4819.977675870096
12,7316.566379572518
13,11021578096.120148
14,41600.396249342724
15,4651793.490112326
16,3095.574735620878
17,3196285.780341113
18,10947.967383203377
19,1961.450937633646
20,43765612.94232065
21,4614550.401285043
22,640.5276614580038
23,13491417.30053216
24,1017.3418360396623
25,18981.15431017835
26,110288598.53499009
27,237150694241348.22
28,1443334669.8136683
29,1523.8018352258875
30,78413.78684384139
31,73263.3883080403
32,5615.766309779329
33,113511391370.93753
34,316392.2947047222
35,13900933039.859367
36,978477.599060135
37,532048240601.79865
38,1575124257.8735096
39,13783.120909217876
40,2.55041453387386e+44
41,1017.3418360396623
42,1961.450937633646
43,74675.63084398009
44,19373.84511123723
45,463.29136970989697
46,178482300.96318725
47,4161871830.3239145
48,4021.4491042877294
49,761703.0815016279
50,1.545538935590104e+25
51,8765.842259003432
52,30.024893172259468
53,24353.881820627383
54,106504.99430287216
55,136789.9464623454
56,5.2015168043862515e+56
57,347.4285759011891
58,70.2685970591125
59,8359.217462840867
60,1590051.41959825
61,237150694241348.22
62,3275708320.236044
63,6545.096649532772
64,940970.1219356423
65,586525075.1703929
66,316392.2947047222
67,212.54394285793393
68,1563.2862492145443
69,2.1537419638113668e+104
70,2443.6887036664316
71,4614550.401285043
72,11421.025383829148
73,219400.6126148786
74,4.3074091658738977e+26
75,1817.5073236862138
76,244.69193226422038
77,504.86229770782336
78,30.024893172259468
79,626.283840235153
80,2701.1432878159094
81,74235.66692621997
82,2730.336115960813
83,2129.5354294323165
84,11421.025383829148
85,2123127572853834.2
86,1717.535089654521
87,2827.0394717157837
88,9677.156688470024
89,142983449252912.28
90,347.4285759011891
91,5448.820317124109
92,463.29136970989697
93,1169.507932832514
94,388564572.9158219
95,4220673.160513009
96,3275708320.236044
97,97821357.29093103
98,64.71545210740304
99,248995.1475485172
100,728.3205981516004
101,74702.27477392911
102,5533585.696548196
103,188.40548799969577
104,246224.74613282311
105,1.8277022266224215e+29
106,296272.6724559592
107,1583.4796268537962
108,5903.124569590803
109,2532674.0771041685
110,5460337094.060408
111,2.7050133246031466e+34
112,4021.4491042877294
113,1109176.509125268
114,3.2327411910848595e+49
115,134.28977968493552
116,78413.78684384139
117,16271.989166523008
118,2701.1432878159094
119,4220673.160513009
120,640.5276614580038
121,16271.989166523008
122,409.98112051392076
123,1068.4036049862736
124,1961.450937633646
125,37208.587924194915
126,24877595.139683764
127,9165.343474799285
128,6442.1975798711255
129,5688691147.062103
130,20650.79050536352
131,24343.00942440838
132,5903.124569590803
133,1169539.705578679
134,347.4285759011891
135,156877457.21506855
136,301519.78325239354
137,388564572.9158219
138,97821357.29093103
139,97821357.29093103
140,4679.414480321276
141,796.9564221956007
142,659.050392689472
143,4338.495980964616
144,3314.7874819409776
145,13606368.320940806
146,382116209.3758885
147,4338.495980964616
148,6799.309019260569
149,33873.68373133117
150,2130.1414436577193
151,3880614131.0669203
152,347.4285759011891
153,237150694241348.22
154,2041312.9260390154
155,27457644320.690258
156,2123127572853834.2
157,3438965863414568.0
158,239950.5310866422
159,586525075.1703929
160,392115254.71936655
161,24614.995542686993
162,87261.6771523633
163,97821357.29093103
164,218200.73737022403
165,1169.507932832514
166,37479.12229724538
167,36150897508382.11
168,3463.3790654794548
169,463.29136970989697
170,586525075.1703929
171,24353.881820627383
172,37761191.482303865
173,90860043.28946742
174,1179844.6930943183
175,1.1909630128735705e+62
176,18.369040512924492
177,24154952.7535753
178,2721238490.942268
179,666.522015600375
180,21897911.840478245
181,4220673.160513009
182,1260.0275803704922
183,326.5377148312573
184,107.71453530255974
185,55409.14880579813
186,5819.027392250821
187,1408.5737802450071
188,761703.0815016279
189,1258.2349913498715
190,8765.842259003432
191,540364.9372466916
192,40342.86377740554
193,102.52756756650281
194,87261.6771523633
195,6203.299912972487
196,761703.0815016279
197,97821357.29093103
198,33873.68373133117
199,200182902.2510961
200,1408.5737802450071
201,4119.656545566521
202,951.8629388513003
203,16804.664315859674
204,654.2446634387209
205,86034.18532233134
206,2443.6887036664316
207,845.247623195535
208,388564572.9158219
209,220490.54869520664
210,3386406.8805322535
211,1280553.5056941016
212,201.64795433242833
213,47503266696.5782
214,200.33680997479166
215,69.6002289706295
